Record_ID,Date,Year,Month,Quarter,Department,Region,Product,Channel,Employee_ID,Cost_Center,Revenue,Cost,Gross_Margin,Margin_Pct,Deals_Closed,Leads_Generated,Conv_Rate_Pct,Customer_Sat,NPS,Headcount,Attrition_Pct,Training_Hrs,Productivity_Pct,CAC,LTV,LTV_CAC_Ratio,MQL_Count,SQL_Count,CTR_Pct,SLA_Met,Ticket_Volume,Resolution_Hrs,Uptime_Pct,Status
REC-000096,2023-02-13,2023,Feb,Q1,Customer Success,Europe,Add-On Services,Partner,EMP-0181,CC-100,12153.08,6611.66,5541.42,45.6,0,1,0.0,8.8,46,23,11.1,36.8,84.4,1312.96,8039.58,6.12,57,13,4.3,1,62,16.1,99.29,Above Target
REC-000097,2023-12-07,2023,Dec,Q4,Legal,Latin America,Enterprise Suite,Inbound,EMP-0096,CC-100,88590.06,57053.3,31536.76,35.6,2,16,12.5,9.3,55,10,12.9,25.8,94.7,1243.57,4456.68,3.58,140,5,5.55,1,195,19.7,98.59,On Track
REC-000098,2022-10-25,2022,Oct,Q4,Legal,Asia Pacific,Consulting,Inbound,EMP-0022,CC-500,37067.15,20735.2,16331.95,44.1,3,13,23.1,6.3,49,182,19.9,20.1,75.2,1055.55,4368.07,4.14,38,10,2.39,1,99,24.6,99.1,Above Target
REC-000099,2024-02-09,2024,Feb,Q1,Sales,MEA,Pro Plan,Partner,EMP-0031,CC-500,26354.59,17852.86,8501.73,32.3,1,10,10.0,8.0,27,13,16.8,15.2,85.2,1664.61,6640.08,3.99,48,17,2.69,1,125,25.4,99.18,Above Target
REC-000100,2023-02-24,2023,Feb,Q1,Operations,Latin America,Enterprise Suite,Online,EMP-0148,CC-300,97251.17,60104.49,37146.68,38.2,2,19,10.5,8.3,82,123,20.9,31.8,84.8,1010.33,4426.3,4.38,54,14,4.49,1,265,22.8,98.65,Above Target
REC-000101,2024-10-31,2024,Oct,Q4,Customer Success,MEA,Enterprise Suite,Direct Sales,EMP-0161,CC-100,85239.79,49288.03,35951.76,42.2,4,13,30.8,8.6,46,143,19.6,15.8,74.8,764.35,3354.21,4.39,142,4,2.75,1,144,24.4,98.77,On Track
REC-000102,2022-11-26,2022,Nov,Q4,HR,Europe,Enterprise Suite,Online,EMP-0088,CC-200,119919.13,97688.0,22231.13,18.5,4,6,66.7,7.0,51,191,13.3,35.1,75.3,1351.24,6486.37,4.8,92,42,5.95,1,289,19.1,98.94,Above Target
REC-000103,2023-08-04,2023,Aug,Q3,Sales,Europe,Pro Plan,Online,EMP-0099,CC-400,24043.22,14461.98,9581.24,39.9,4,11,36.4,6.5,45,132,15.4,34.3,80.5,2130.25,8688.53,4.08,145,27,1.86,1,446,25.9,98.17,On Track
REC-000104,2022-05-25,2022,May,Q2,HR,MEA,Enterprise Suite,Outbound,EMP-0071,CC-400,106184.26,82875.75,23308.51,22.0,2,17,11.8,6.1,74,175,8.1,29.2,70.7,1752.36,8659.85,4.94,12,4,2.2,1,23,20.5,98.49,Above Target
REC-000105,2023-07-01,2023,Jul,Q3,Operations,Asia Pacific,Add-On Services,Inbound,EMP-0167,CC-500,5453.04,3407.29,2045.75,37.5,4,6,66.7,7.5,31,133,17.6,15.3,79.6,824.82,3503.81,4.25,95,8,0.5,1,481,16.5,99.95,Below Target
REC-000106,2024-12-01,2024,Dec,Q4,Operations,North America,Pro Plan,Direct Sales,EMP-0127,CC-300,18372.87,11512.41,6860.46,37.3,3,15,20.0,8.5,26,152,17.3,27.7,85.2,1241.33,5471.37,4.41,52,19,3.74,1,468,24.6,99.58,Below Target
REC-000107,2024-10-21,2024,Oct,Q4,Customer Success,MEA,Pro Plan,Partner,EMP-0080,CC-500,26974.6,18619.87,8354.73,31.0,1,1,100.0,8.2,44,99,6.9,21.1,80.1,873.77,5553.05,6.36,31,16,3.33,1,321,14.3,99.37,Above Target
REC-000108,2023-11-02,2023,Nov,Q4,Customer Success,Asia Pacific,Starter Pack,Inbound,EMP-0083,CC-100,4498.08,2569.19,1928.89,42.9,3,19,15.8,10.0,25,122,15.5,22.7,77.3,999.23,5837.12,5.84,149,20,1.53,1,372,13.2,99.94,On Track
REC-000109,2024-09-01,2024,Sep,Q3,Sales,MEA,Add-On Services,Online,EMP-0172,CC-200,7701.9,4447.23,3254.67,42.3,3,14,21.4,9.9,49,158,15.4,12.1,72.5,1534.19,6636.13,4.33,7,4,2.64,1,259,10.5,99.6,On Track
REC-000110,2024-10-22,2024,Oct,Q4,Operations,North America,Starter Pack,Online,EMP-0142,CC-200,3323.47,2195.3,1128.17,33.9,0,5,0.0,8.1,3,100,17.0,10.4,76.5,731.22,3271.68,4.47,121,17,3.53,1,227,20.6,98.98,Below Target
REC-000111,2022-12-01,2022,Dec,Q4,HR,MEA,Pro Plan,Inbound,EMP-0011,CC-400,20528.86,14066.59,6462.27,31.5,0,10,0.0,6.6,25,142,12.4,20.5,100.0,1054.8,4679.42,4.44,66,7,2.11,1,281,21.0,98.26,Below Target
REC-000112,2023-12-07,2023,Dec,Q4,Sales,MEA,Add-On Services,Online,EMP-0130,CC-500,4338.24,2417.39,1920.85,44.3,4,18,22.2,8.9,46,183,18.6,20.5,70.0,1439.78,6494.01,4.51,47,28,2.49,1,17,11.4,98.78,Below Target
REC-000113,2024-11-26,2024,Nov,Q4,Operations,Europe,Starter Pack,Partner,EMP-0077,CC-500,4184.37,2548.84,1635.53,39.1,2,2,100.0,7.1,-15,157,14.0,24.2,85.9,1113.92,4146.92,3.72,139,18,4.93,1,281,20.7,99.46,Below Target
REC-000114,2023-09-23,2023,Sep,Q3,Legal,Europe,Starter Pack,Partner,EMP-0147,CC-300,4374.37,2725.34,1649.03,37.7,1,16,6.2,8.9,37,106,17.7,33.2,88.5,1528.3,6355.89,4.16,33,14,4.41,1,268,18.8,99.26,On Track
REC-000115,2024-06-07,2024,Jun,Q2,Sales,Europe,Starter Pack,Direct Sales,EMP-0051,CC-100,3333.13,2021.45,1311.68,39.4,0,5,0.0,7.9,1,120,12.3,22.9,89.2,1827.15,8112.46,4.44,24,36,2.85,1,276,18.7,98.89,Below Target
REC-000116,2022-09-17,2022,Sep,Q3,Operations,North America,Enterprise Suite,Partner,EMP-0143,CC-200,82517.32,52144.37,30372.95,36.8,1,10,10.0,5.5,21,105,20.0,19.1,73.4,931.16,4162.0,4.47,24,8,3.28,1,234,20.4,98.81,On Track
REC-000117,2023-11-04,2023,Nov,Q4,Sales,North America,Starter Pack,Outbound,EMP-0002,CC-300,4365.03,2522.97,1842.06,42.2,0,9,0.0,5.8,13,76,14.7,39.3,72.2,1137.33,3987.69,3.51,120,23,2.45,1,389,20.4,99.1,On Track
REC-000118,2022-07-01,2022,Jul,Q3,Operations,North America,Enterprise Suite,Direct Sales,EMP-0096,CC-100,110400.89,83165.2,27235.69,24.7,2,13,15.4,9.2,82,180,14.2,20.0,54.1,993.48,4112.24,4.14,134,24,3.7,0,408,21.3,99.19,Above Target
REC-000119,2022-12-22,2022,Dec,Q4,Customer Success,Europe,Pro Plan,Inbound,EMP-0143,CC-200,27112.71,16414.32,10698.39,39.5,4,16,25.0,7.3,67,35,10.6,20.3,92.2,1903.72,9698.06,5.09,53,11,2.77,1,395,12.1,99.14,Above Target
REC-000120,2023-04-23,2023,Apr,Q2,HR,Europe,Pro Plan,Direct Sales,EMP-0144,CC-100,30997.99,21244.56,9753.43,31.5,0,1,0.0,7.2,57,14,11.8,24.9,77.0,1530.24,2705.92,1.77,61,15,4.16,0,125,14.1,99.91,Above Target
REC-000121,2022-10-27,2022,Oct,Q4,Sales,North America,Add-On Services,Online,EMP-0076,CC-300,7078.51,3507.6,3570.91,50.4,0,3,0.0,6.9,47,135,9.8,35.6,80.7,910.94,4152.66,4.56,10,9,5.07,1,418,14.0,98.44,Below Target
REC-000122,2024-07-24,2024,Jul,Q3,Legal,MEA,Pro Plan,Outbound,EMP-0076,CC-500,16037.71,9139.39,6898.32,43.0,2,9,22.2,7.8,44,34,17.1,27.6,80.7,1149.86,6004.45,5.22,146,40,2.96,1,86,27.5,99.09,Below Target
REC-000123,2024-05-19,2024,May,Q2,Sales,MEA,Pro Plan,Online,EMP-0059,CC-400,19346.34,13231.53,6114.81,31.6,0,6,0.0,7.8,41,175,11.3,14.2,72.8,1250.68,6424.19,5.14,55,34,3.45,1,358,19.7,98.39,Below Target
REC-000124,2024-06-27,2024,Jun,Q2,Customer Success,North America,Enterprise Suite,Inbound,EMP-0021,CC-300,96427.8,58459.33,37968.47,39.4,1,15,6.7,9.7,80,164,13.0,16.6,81.3,1150.17,6422.71,5.58,128,47,2.45,1,151,20.8,98.08,Above Target
REC-000125,2022-08-15,2022,Aug,Q3,IT,MEA,Starter Pack,Inbound,EMP-0168,CC-100,4181.01,2889.74,1291.27,30.9,0,12,0.0,9.2,89,95,11.1,18.7,80.0,592.91,2156.35,3.64,115,7,2.83,1,199,18.0,99.61,Below Target
REC-000126,2022-07-30,2022,Jul,Q3,Marketing,Asia Pacific,Enterprise Suite,Online,EMP-0186,CC-200,104028.81,83500.81,20528.0,19.7,0,4,0.0,8.3,24,184,12.0,26.0,87.0,1275.68,3337.72,2.62,60,24,1.27,1,493,6.0,99.1,Above Target
REC-000127,2022-11-01,2022,Nov,Q4,Sales,Asia Pacific,Consulting,Inbound,EMP-0138,CC-100,26113.12,15508.58,10604.54,40.6,4,1,400.0,7.8,38,164,10.1,28.5,51.9,1700.59,9008.64,5.3,101,41,2.19,0,400,9.9,98.6,Below Target
REC-000128,2024-09-02,2024,Sep,Q3,Sales,Europe,Consulting,Outbound,EMP-0085,CC-300,26638.89,14719.09,11919.8,44.7,3,1,300.0,9.9,41,107,12.6,22.3,95.2,989.53,3751.03,3.79,103,30,1.74,1,129,16.5,97.63,Below Target
REC-000129,2022-04-25,2022,Apr,Q2,Operations,North America,Consulting,Online,EMP-0094,CC-200,48455.43,31936.57,16518.86,34.1,2,16,12.5,6.0,25,22,22.9,27.5,61.6,819.26,3637.59,4.44,55,34,4.0,0,440,27.4,99.26,Above Target
REC-000130,2024-06-05,2024,Jun,Q2,Finance,Europe,Starter Pack,Online,EMP-0052,CC-400,5786.89,3206.62,2580.27,44.6,0,10,0.0,8.5,33,30,10.8,14.5,77.5,1357.83,7915.45,5.83,8,48,2.92,1,87,9.4,98.96,Above Target
REC-000131,2024-01-13,2024,Jan,Q1,Customer Success,Europe,Pro Plan,Direct Sales,EMP-0096,CC-500,28719.68,14873.3,13846.38,48.2,1,19,5.3,8.6,43,67,14.4,21.1,87.1,1581.93,4138.04,2.62,106,45,3.61,1,309,16.0,97.98,Above Target
REC-000132,2022-06-04,2022,Jun,Q2,Finance,Latin America,Starter Pack,Inbound,EMP-0171,CC-300,6267.75,3891.88,2375.87,37.9,0,18,0.0,6.9,64,152,7.9,39.3,66.3,2097.21,11286.36,5.38,101,38,1.3,1,247,25.2,98.83,Above Target
REC-000133,2022-09-26,2022,Sep,Q3,IT,North America,Enterprise Suite,Online,EMP-0142,CC-300,120893.47,82486.33,38407.14,31.8,4,7,57.1,8.3,26,36,17.6,27.5,69.0,1450.94,7742.02,5.34,133,1,4.79,1,424,14.3,99.09,Above Target
REC-000134,2024-04-13,2024,Apr,Q2,Finance,MEA,Starter Pack,Partner,EMP-0180,CC-400,3754.54,2242.34,1512.2,40.3,1,18,5.6,7.4,58,28,20.4,12.8,80.8,487.31,2306.24,4.73,142,45,3.5,0,232,7.6,98.91,Below Target
REC-000135,2024-04-02,2024,Apr,Q2,Finance,North America,Enterprise Suite,Online,EMP-0200,CC-200,126700.24,84269.23,42431.01,33.5,2,3,66.7,7.7,61,91,11.5,32.2,100.0,1365.04,2532.11,1.85,102,24,3.17,1,307,11.8,97.78,Above Target
REC-000136,2022-07-22,2022,Jul,Q3,Sales,Europe,Pro Plan,Outbound,EMP-0005,CC-100,22949.18,12472.2,10476.98,45.7,0,19,0.0,6.0,60,86,11.3,27.5,41.0,1519.94,6598.2,4.34,77,5,2.88,0,209,19.0,99.89,On Track
REC-000137,2022-08-27,2022,Aug,Q3,HR,Europe,Enterprise Suite,Direct Sales,EMP-0029,CC-200,100269.12,81281.84,18987.28,18.9,4,8,50.0,8.6,77,65,9.4,9.4,84.6,1127.63,4537.13,4.02,80,17,5.12,1,307,12.2,98.54,Above Target
REC-000138,2024-09-29,2024,Sep,Q3,Sales,MEA,Consulting,Online,EMP-0110,CC-200,35843.56,20515.73,15327.83,42.8,2,17,11.8,7.2,60,158,16.6,27.9,81.8,964.61,4002.1,4.15,46,13,3.69,1,341,23.3,99.34,On Track
REC-000139,2022-11-02,2022,Nov,Q4,Sales,MEA,Starter Pack,Direct Sales,EMP-0001,CC-400,4890.45,3078.32,1812.13,37.1,3,11,27.3,8.6,60,156,18.3,19.5,70.0,799.83,5001.71,6.25,141,47,3.92,1,25,22.2,99.66,Above Target
REC-000140,2024-03-01,2024,Mar,Q1,Legal,MEA,Pro Plan,Partner,EMP-0120,CC-500,14708.85,8669.7,6039.15,41.1,1,15,6.7,7.9,22,183,8.7,34.2,97.7,1747.38,12181.55,6.97,44,19,2.28,1,496,24.2,98.7,Below Target
REC-000141,2024-06-26,2024,Jun,Q2,Sales,North America,Enterprise Suite,Direct Sales,EMP-0031,CC-100,60051.14,37377.97,22673.17,37.8,1,4,25.0,10.0,82,132,8.9,9.2,60.0,1120.99,5672.79,5.06,102,46,0.74,1,429,20.5,99.44,Below Target
REC-000142,2023-04-29,2023,Apr,Q2,Legal,Latin America,Pro Plan,Partner,EMP-0146,CC-500,19779.02,12522.36,7256.66,36.7,2,8,25.0,7.5,42,190,11.9,26.9,54.2,1117.71,2181.72,1.95,127,18,2.56,0,126,14.6,99.74,Below Target
REC-000143,2022-12-21,2022,Dec,Q4,Marketing,Asia Pacific,Enterprise Suite,Partner,EMP-0018,CC-200,83736.27,65837.96,17898.31,21.4,3,6,50.0,7.1,39,37,9.9,23.6,88.0,1747.33,7497.64,4.29,108,27,1.51,1,275,14.1,99.18,On Track
REC-000144,2022-06-17,2022,Jun,Q2,Sales,Europe,Consulting,Direct Sales,EMP-0019,CC-400,45314.61,28120.56,17194.05,37.9,0,9,0.0,7.2,61,197,13.8,30.1,81.4,1304.08,6161.92,4.73,87,42,2.97,0,334,21.7,99.68,Above Target
REC-000145,2022-01-01,2022,Jan,Q1,Operations,North America,Enterprise Suite,Direct Sales,EMP-0050,CC-500,74458.56,44680.4,29778.16,40.0,2,6,33.3,6.8,43,22,16.5,29.1,79.3,1485.55,3665.74,2.47,101,22,1.88,1,179,5.4,99.8,Below Target
REC-000146,2022-09-08,2022,Sep,Q3,Marketing,Europe,Enterprise Suite,Direct Sales,EMP-0098,CC-400,54124.61,40401.53,13723.08,25.4,0,13,0.0,7.3,73,95,17.9,29.0,61.1,1397.97,7356.87,5.26,134,40,3.5,1,425,17.0,98.44,Below Target
REC-000147,2023-09-05,2023,Sep,Q3,Finance,North America,Enterprise Suite,Direct Sales,EMP-0093,CC-400,83260.26,47122.65,36137.61,43.4,1,18,5.6,5.5,22,112,9.0,32.5,96.5,1429.8,8822.03,6.17,67,3,5.27,1,17,17.4,99.41,On Track
REC-000148,2022-10-27,2022,Oct,Q4,Operations,North America,Enterprise Suite,Outbound,EMP-0019,CC-400,67450.05,49697.43,17752.62,26.3,1,10,10.0,8.8,54,19,12.3,30.2,63.8,816.96,4595.44,5.63,116,42,2.73,1,341,14.4,99.4,Below Target
REC-000149,2023-05-09,2023,May,Q2,Sales,Latin America,Pro Plan,Partner,EMP-0068,CC-400,29149.63,19442.42,9707.21,33.3,0,9,0.0,7.7,50,164,17.3,24.5,90.5,1681.02,5203.18,3.1,18,1,2.59,1,184,21.3,99.12,Above Target
REC-000150,2024-02-21,2024,Feb,Q1,Sales,Latin America,Starter Pack,Outbound,EMP-0133,CC-100,5278.8,3107.87,2170.93,41.1,1,16,6.2,6.9,2,27,18.6,15.8,84.7,808.27,3795.41,4.7,24,38,3.17,0,106,15.9,99.71,Above Target
REC-000151,2023-08-15,2023,Aug,Q3,Legal,Asia Pacific,Enterprise Suite,Inbound,EMP-0042,CC-300,74161.09,47586.25,26574.84,35.8,1,5,20.0,8.3,68,14,17.4,22.5,84.6,283.71,1227.13,4.33,86,2,3.45,1,191,13.7,98.61,Below Target
REC-000152,2023-05-30,2023,May,Q2,Legal,MEA,Starter Pack,Direct Sales,EMP-0038,CC-100,3644.84,1913.85,1730.99,47.5,1,12,8.3,7.5,4,193,17.5,20.6,86.0,1940.01,9866.12,5.09,66,31,3.76,1,335,12.9,98.62,Below Target
REC-000153,2022-05-01,2022,May,Q2,HR,Asia Pacific,Pro Plan,Outbound,EMP-0069,CC-400,33001.29,26522.75,6478.54,19.6,1,2,50.0,7.0,66,93,13.8,10.3,81.0,1219.81,7862.34,6.45,89,1,4.95,1,41,15.3,99.43,Above Target
REC-000154,2024-10-16,2024,Oct,Q4,Operations,MEA,Pro Plan,Inbound,EMP-0120,CC-200,23581.81,16722.93,6858.88,29.1,1,12,8.3,9.7,73,34,5.3,42.6,74.1,811.48,3005.42,3.7,80,23,4.15,1,107,13.1,99.2,On Track
REC-000155,2024-03-07,2024,Mar,Q1,Finance,MEA,Pro Plan,Outbound,EMP-0194,CC-100,32236.96,19752.91,12484.05,38.7,2,14,14.3,9.1,19,32,18.1,28.5,67.7,1042.91,4480.11,4.3,21,13,3.63,1,179,17.2,98.9,Above Target
REC-000156,2023-01-01,2023,Jan,Q1,Operations,North America,Pro Plan,Outbound,EMP-0030,CC-400,16719.99,11261.38,5458.61,32.6,4,9,44.4,6.4,57,149,6.8,22.3,72.2,996.66,5179.67,5.2,43,38,3.15,1,211,22.2,98.01,Below Target
REC-000157,2024-05-05,2024,May,Q2,Sales,North America,Enterprise Suite,Partner,EMP-0120,CC-300,95370.34,54650.47,40719.87,42.7,4,19,21.1,6.3,48,82,11.7,18.3,86.7,678.79,2591.24,3.82,67,30,4.1,1,122,28.6,99.1,Above Target
REC-000158,2023-04-20,2023,Apr,Q2,Legal,Latin America,Pro Plan,Direct Sales,EMP-0171,CC-300,29834.21,15541.6,14292.61,47.9,3,8,37.5,9.0,34,14,17.4,22.6,68.6,1498.27,8894.59,5.94,124,16,3.41,0,66,22.5,99.58,Above Target
REC-000159,2023-08-16,2023,Aug,Q3,HR,North America,Enterprise Suite,Inbound,EMP-0077,CC-200,130235.23,90636.34,39598.89,30.4,3,6,50.0,7.6,38,162,17.2,38.0,64.7,735.76,4176.16,5.68,61,36,3.41,0,480,28.4,98.58,Above Target
REC-000160,2023-05-17,2023,May,Q2,Sales,Latin America,Consulting,Outbound,EMP-0187,CC-200,44424.55,21908.62,22515.93,50.7,1,2,50.0,7.2,35,10,14.3,45.9,61.6,783.46,2605.43,3.33,35,36,4.11,1,63,23.9,98.87,Above Target
REC-000161,2022-03-20,2022,Mar,Q1,Customer Success,Europe,Enterprise Suite,Online,EMP-0088,CC-300,54422.26,30335.73,24086.53,44.3,1,16,6.2,5.9,46,123,15.3,17.0,78.2,1524.38,7994.44,5.24,103,44,0.92,1,111,28.7,97.88,Below Target
REC-000162,2022-04-22,2022,Apr,Q2,IT,Latin America,Enterprise Suite,Inbound,EMP-0094,CC-100,90308.35,48157.08,42151.27,46.7,0,13,0.0,7.1,36,67,11.3,37.4,72.3,1296.92,5623.08,4.34,101,45,2.99,1,89,16.0,98.89,Above Target
REC-000163,2023-06-28,2023,Jun,Q2,Finance,North America,Starter Pack,Outbound,EMP-0129,CC-100,5978.35,3167.43,2810.92,47.0,4,11,36.4,7.4,53,11,7.3,18.2,99.5,1362.69,6458.86,4.74,37,15,5.04,1,226,12.8,98.79,Above Target
REC-000164,2023-01-08,2023,Jan,Q1,Finance,Asia Pacific,Enterprise Suite,Online,EMP-0047,CC-300,53050.03,36462.18,16587.85,31.3,4,5,80.0,10.0,54,15,14.1,33.7,67.7,1006.22,6072.63,6.04,52,28,3.72,1,414,12.0,99.07,Below Target
REC-000165,2022-05-31,2022,May,Q2,HR,Europe,Pro Plan,Outbound,EMP-0099,CC-500,18874.9,12128.99,6745.91,35.7,1,6,16.7,8.4,39,171,15.6,15.1,67.6,1797.24,8965.51,4.99,119,23,2.84,1,414,23.8,98.79,Below Target
REC-000166,2022-07-12,2022,Jul,Q3,Operations,Europe,Pro Plan,Online,EMP-0148,CC-500,21735.69,15843.39,5892.3,27.1,4,2,200.0,6.7,40,47,14.3,14.7,83.0,1567.51,5976.99,3.81,31,22,1.22,1,374,13.2,99.25,Below Target
REC-000167,2022-01-18,2022,Jan,Q1,Marketing,Latin America,Pro Plan,Online,EMP-0071,CC-300,22754.83,18815.74,3939.09,17.3,2,11,18.2,7.6,69,127,14.8,8.1,70.2,702.02,2432.14,3.46,27,26,2.78,1,288,11.1,99.71,On Track
REC-000168,2022-07-17,2022,Jul,Q3,Finance,Europe,Pro Plan,Inbound,EMP-0024,CC-200,19579.31,12666.62,6912.69,35.3,0,7,0.0,7.3,38,125,13.8,23.8,87.3,1149.27,2889.68,2.51,133,33,2.42,1,286,9.1,100.0,Below Target
REC-000169,2022-08-03,2022,Aug,Q3,Sales,Europe,Consulting,Outbound,EMP-0023,CC-400,19702.12,10153.09,9549.03,48.5,3,15,20.0,9.7,36,98,6.6,32.0,97.2,1720.95,10439.03,6.07,146,14,2.05,0,185,11.5,98.65,Below Target
REC-000170,2024-11-11,2024,Nov,Q4,Finance,North America,Consulting,Online,EMP-0123,CC-100,33557.11,21978.92,11578.19,34.5,3,19,15.8,9.6,34,173,13.3,21.4,100.0,916.23,2842.04,3.1,129,48,3.33,1,435,22.2,98.72,On Track
REC-000171,2023-08-10,2023,Aug,Q3,Operations,Latin America,Enterprise Suite,Direct Sales,EMP-0059,CC-500,77471.66,43917.89,33553.77,43.3,4,6,66.7,8.1,42,36,17.5,19.3,61.1,2081.68,6499.92,3.12,8,28,3.1,1,218,12.8,100.0,Below Target
REC-000172,2022-12-28,2022,Dec,Q4,Customer Success,Europe,Pro Plan,Partner,EMP-0070,CC-100,21909.1,12131.73,9777.37,44.6,0,4,0.0,7.6,38,172,14.2,30.0,82.9,1274.11,5687.87,4.46,91,46,2.63,1,14,20.5,99.22,Below Target
REC-000173,2023-04-07,2023,Apr,Q2,Customer Success,MEA,Consulting,Direct Sales,EMP-0144,CC-500,35357.75,19205.0,16152.75,45.7,0,4,0.0,9.8,54,62,11.4,18.6,71.2,1174.03,4478.78,3.81,59,2,3.7,1,463,16.4,99.44,On Track
REC-000174,2024-10-01,2024,Oct,Q4,Legal,Asia Pacific,Starter Pack,Direct Sales,EMP-0048,CC-200,5750.09,4068.71,1681.38,29.2,4,3,133.3,8.5,39,26,13.9,23.9,73.7,926.04,2992.5,3.23,47,31,3.01,1,254,15.3,99.38,Above Target
REC-000175,2023-05-07,2023,May,Q2,Sales,Europe,Enterprise Suite,Direct Sales,EMP-0012,CC-500,85324.16,50072.04,35252.12,41.3,0,1,0.0,9.1,30,20,8.4,14.8,70.4,200.0,904.12,4.52,98,36,4.77,1,65,21.5,98.53,On Track
REC-000176,2022-10-23,2022,Oct,Q4,Operations,MEA,Enterprise Suite,Inbound,EMP-0093,CC-100,56110.4,34212.71,21897.69,39.0,2,7,28.6,6.3,91,72,16.8,26.5,82.4,1041.91,5769.31,5.54,128,2,3.33,1,297,20.6,99.6,Below Target
REC-000177,2023-01-13,2023,Jan,Q1,Sales,Europe,Starter Pack,Online,EMP-0010,CC-200,5427.84,3237.72,2190.12,40.3,1,11,9.1,7.4,26,31,17.0,10.1,77.9,1178.44,4263.15,3.62,11,48,0.85,1,318,35.6,98.62,Above Target
REC-000178,2022-10-16,2022,Oct,Q4,Operations,North America,Starter Pack,Online,EMP-0114,CC-300,4129.99,2869.59,1260.4,30.5,4,5,80.0,8.0,26,163,13.6,25.7,66.9,1232.43,2214.6,1.8,117,30,4.21,1,221,17.0,98.76,Below Target
REC-000179,2024-07-03,2024,Jul,Q3,Marketing,Asia Pacific,Starter Pack,Direct Sales,EMP-0088,CC-200,4105.23,2881.47,1223.76,29.8,2,1,200.0,9.7,80,77,9.9,28.6,86.5,830.07,3678.17,4.43,113,45,4.57,1,78,28.4,99.24,Below Target
REC-000180,2024-12-22,2024,Dec,Q4,Operations,Europe,Pro Plan,Direct Sales,EMP-0064,CC-200,26888.32,15175.24,11713.08,43.6,2,17,11.8,7.7,45,38,17.6,18.8,67.2,1186.69,3803.0,3.2,113,44,4.11,1,483,13.8,98.5,Above Target
REC-000181,2022-02-26,2022,Feb,Q1,HR,Europe,Enterprise Suite,Outbound,EMP-0022,CC-100,53331.11,42929.97,10401.14,19.5,2,7,28.6,7.9,87,191,9.8,21.9,73.3,1237.86,2879.94,2.33,36,22,3.12,0,68,24.7,98.55,Below Target
REC-000182,2023-09-06,2023,Sep,Q3,Legal,Latin America,Starter Pack,Direct Sales,EMP-0034,CC-200,2811.61,1948.2,863.41,30.7,0,7,0.0,7.8,33,95,12.9,13.1,65.7,1086.34,4489.32,4.13,64,2,2.27,0,347,11.2,98.77,Below Target
REC-000183,2024-07-11,2024,Jul,Q3,Customer Success,Asia Pacific,Starter Pack,Partner,EMP-0054,CC-200,4150.18,2274.81,1875.37,45.2,0,2,0.0,7.6,48,66,8.3,13.7,77.6,462.0,3477.46,7.53,146,4,3.74,1,144,28.5,99.56,Below Target
REC-000184,2024-06-16,2024,Jun,Q2,Sales,MEA,Pro Plan,Online,EMP-0070,CC-200,18499.73,8940.11,9559.62,51.7,1,7,14.3,7.2,55,147,14.8,34.1,83.4,883.84,4042.85,4.57,146,19,1.77,1,318,15.9,98.07,Below Target
REC-000185,2024-05-06,2024,May,Q2,Sales,MEA,Pro Plan,Direct Sales,EMP-0198,CC-200,21506.54,13479.2,8027.34,37.3,3,14,21.4,10.0,42,68,9.7,12.9,49.5,989.4,4226.69,4.27,22,39,2.28,0,362,17.4,99.81,Below Target
REC-000186,2022-07-23,2022,Jul,Q3,Finance,Europe,Add-On Services,Online,EMP-0138,CC-400,8333.08,4911.62,3421.46,41.1,4,11,36.4,7.7,9,75,19.0,20.0,67.9,1720.88,9886.9,5.75,140,26,2.86,1,362,9.6,98.41,On Track
REC-000187,2022-04-22,2022,Apr,Q2,Operations,Asia Pacific,Pro Plan,Inbound,EMP-0028,CC-400,14290.43,10080.63,4209.8,29.5,1,7,14.3,8.8,27,95,18.1,35.0,89.6,2030.89,9743.38,4.8,106,3,2.62,1,393,26.3,98.56,Below Target
REC-000188,2024-01-31,2024,Jan,Q1,Marketing,North America,Starter Pack,Partner,EMP-0031,CC-300,4891.96,3905.55,986.41,20.2,3,4,75.0,6.5,69,71,10.2,19.3,73.1,867.45,5327.42,6.14,20,12,3.03,1,9,12.5,98.22,Above Target
REC-000189,2022-08-15,2022,Aug,Q3,Finance,North America,Enterprise Suite,Online,EMP-0096,CC-300,101538.27,60643.84,40894.43,40.3,4,1,400.0,9.7,31,198,17.0,27.3,86.8,1583.32,7942.73,5.02,36,49,4.25,0,204,9.8,99.09,Above Target
REC-000190,2023-01-25,2023,Jan,Q1,Finance,North America,Add-On Services,Partner,EMP-0001,CC-100,8636.28,5591.6,3044.68,35.3,1,6,16.7,9.1,34,34,15.8,38.1,57.1,2161.58,7565.71,3.5,129,13,4.53,1,431,26.7,100.0,Above Target
REC-000191,2023-11-28,2023,Nov,Q4,Sales,Asia Pacific,Add-On Services,Direct Sales,EMP-0132,CC-400,8100.82,4135.29,3965.53,49.0,4,7,57.1,7.8,50,55,16.8,29.1,73.2,1743.63,6619.68,3.8,137,7,3.41,1,92,24.1,99.02,On Track
